freq,unit,nst07,geo\TIME_PERIOD	2008 	2009 	2010 	2011 	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 
A,THS_T,GT16,MK	: 	355 	443 	427 	362 	340 	385 	389 	244 	436 	490 	607 	748 	779 	632 
A,THS_T,GT16,NL	1243 	807 	502 	420 	921 	459 	509 	611 	657 	598 	720 	689 	746 	905 	851 
A,THS_T,GT16,NO	0 	0 	0 	7 	8 	13 	16 	13 	24 	57 	51 	48 	84 	99 	88 
A,THS_T,GT16,PL	534 	358 	405 	650 	845 	750 	751 	841 	1016 	1153 	1375 	1348 	1389 	1440 	1370 
A,THS_T,GT16,PT	147 	142 	179 	203 	192 	177 	2983 	241 	242 	228 	10 	29 	38 	41 	16 
A,THS_T,GT16,RO	166 	131 	166 	226 	224 	265 	221 	195 	238 	467 	281 	246 	221 	176 	190 
A,THS_T,GT16,SE	1059 	1169 	1229 	1189 	1187 	1095 	1016 	1023 	897 	954 	1092 	1280 	1197 	1232 	: c
A,THS_T,GT16,SI	164 	188 	220 	231 	166 	139 	130 	105 	103 	108 	96 	94 	109 	99 	124 
A,THS_T,GT16,SK	225 	210 	346 	578 	353 	309 	283 	204 	179 	139 	151 	114 	103 	98 	97 
A,THS_T,GT16,TR	538 	668 	785 	1489 	1620 	2523 	2614 	2667 	2688 	3040 	2909 	3295 	3198 	3538 	3489 
A,THS_T,GT16,UK	0 	32 	2 	0 	0 	0 	0 	0 	0 	0 	0 	4 	: 	: 	: 
A,THS_T,GT17,AT	: c	12 	485 	726 	829 	0 	0 	0 	0 	0 	0 	1 	41 	62 	68 
A,THS_T,GT17,BE	0 	0 	0 	0 	: 	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c
A,THS_T,GT17,BG	0 	0 	0 	0 	0 	1 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,THS_T,GT17,CH	1 	2 	1 	1 	9 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,THS_T,GT17,CZ	0 	0 	0 	0 	0 	0 	0 	0 	3 	0 	0 	0 	0 	0 	0 
A,THS_T,GT17,DE	104 	63 	53 	34 	28 	40 	41 	23 	13 	20 	216 	12 	5 	6 	2 
A,THS_T,GT17,DK	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,THS_T,GT17,EE	39 	84 	48 	37 	106 	70 	110 	57 	35 	32 	66 	182 	137 	115 	179 
A,THS_T,GT17,EL	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 	0 	: 	0 
A,THS_T,GT17,ES	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	2067 	0 
A,THS_T,GT17,EU27_2020	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: c	: c
A,THS_T,GT17,FI	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,THS_T,GT17,FR	6 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,THS_T,GT17,HR	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,THS_T,GT17,HU	736 	0 	0 	: 	0 	0 	1 	0 	1 	2588 	0 	2380 	4464 	4259 	3922 
A,THS_T,GT17,IE	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,THS_T,GT17,IT	: c	0 	: c	0 	0 	: c	: c	: c	0 	2 	17 	118 	116 	159 	188 
A,THS_T,GT17,LT	6 	79 	81 	80 	100 	91 	84 	35 	4 	6 	5 	5 	17 	8 	28 
A,THS_T,GT17,LU	: 	: 	: 	: 	0 	0 	: 	: 	0 	0 	0 	0 	0 	0 	0 
A,THS_T,GT17,LV	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,THS_T,GT17,ME	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	: 	: 
A,THS_T,GT17,MK	: 	0 	6 	3 	4 	2 	1 	1 	1 	1 	1 	1 	1 	1 	3 
A,THS_T,GT17,NL	2 	22 	: c	: c	31 	30 	46 	36 	41 	51 	54 	63 	14 	27 	50 
A,THS_T,GT17,NO	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,THS_T,GT17,PL	0 	0 	0 	0 	1 	5 	1 	0 	0 	0 	0 	5 	0 	0 	0 
A,THS_T,GT17,PT	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,THS_T,GT17,RO	15 	20 	43 	60 	40 	32 	36 	22 	17 	21 	22 	16 	7 	3 	3 
A,THS_T,GT17,SE	0 	0 	2 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: c
A,THS_T,GT17,SI	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	2 	0 	0 
A,THS_T,GT17,SK	0 	0 	0 	0 	0 	0 	0 	2 	1 	0 	1 	2 	6 	0 	0 
A,THS_T,GT17,TR	1 	0 	0 	0 	1 	1 	0 	0 	0 	1 	0 	0 	0 	0 	1 
A,THS_T,GT17,UK	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 	: 	: 
A,THS_T,GT18,AT	: c	78 	977 	1427 	1627 	156 	20 	22 	129 	126 	119 	93 	117 	340 	404 
A,THS_T,GT18,BE	3 	6 	8 	7 	: 	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c
A,THS_T,GT18,BG	18 	8 	9 	5 	4 	10 	16 	340 	204 	121 	68 	34 	782 	1130 	1677 
A,THS_T,GT18,CH	2696 	2085 	2753 	3375 	3019 	3110 	1193 	1396 	1201 	1265 	1379 	1307 	1357 	1698 	1673 
A,THS_T,GT18,CZ	0 	0 	4 	830 	1357 	2048 	3546 	13811 	15019 	15384 	16528 	18209 	216 	172 	148 
A,THS_T,GT18,DE	1373 	1240 	1828 	2905 	1965 	3103 	2850 	4713 	882 	1254 	1889 	3675 	2497 	3948 	1330 
A,THS_T,GT18,DK	33 	11 	9 	117 	112 	809 	277 	283 	265 	197 	253 	235 	248 	317 	369 
A,THS_T,GT18,EE	32 	20 	22 	29 	45 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,THS_T,GT18,EL	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 	0 	: 	0 
A,THS_T,GT18,ES	0 	157 	174 	181 	241 	275 	1142 	819 	791 	1115 	1067 	1208 	912 	1556 	3018 
A,THS_T,GT18,EU27_2020	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: c	: c
A,THS_T,GT18,FI	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,THS_T,GT18,FR	630 	1295 	1908 	5789 	5624 	6408 	7684 	5600 	5331 	9060 	7606 	6325 	5850 	6174 	5255 
A,THS_T,GT18,HR	12 	14 	19 	26 	27 	23 	7 	1 	1 	1 	0 	1 	459 	631 	642 
A,THS_T,GT18,HU	924 	52 	6 	29 	39 	60 	67 	220 	135 	4666 	1 	4247 	39 	81 	821 
A,THS_T,GT18,IE	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,THS_T,GT18,IT	: c	160 	: c	139 	178 	2058 	3391 	4621 	7649 	9509 	10790 	5943 	6161 	7816 	8667 
A,THS_T,GT18,LT	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,THS_T,GT18,LU	: 	: 	: 	: 	0 	0 	: 	: 	1 	5 	85 	40 	129 	350 	498 
A,THS_T,GT18,LV	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,THS_T,GT18,ME	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	10 	13 	: 	: 
A,THS_T,GT18,MK	: 	7 	4 	1 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,THS_T,GT18,NL	55 	58 	: c	: c	43 	87 	97 	154 	87 	66 	6 	3 	4 	3 	3 
A,THS_T,GT18,NO	0 	0 	0 	0 	0 	1284 	788 	1377 	247 	967 	1218 	4213 	4355 	4805 	5458 
A,THS_T,GT18,PL	16 	5 	37 	336 	677 	808 	1137 	270 	440 	1797 	819 	351 	518 	477 	432 
A,THS_T,GT18,PT	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,THS_T,GT18,RO	9 	4 	2 	2 	13 	0 	0 	138 	32 	0 	10 	191 	219 	250 	249 
A,THS_T,GT18,SE	2 	3 	6 	90 	39 	235 	255 	264 	258 	223 	287 	222 	246 	297 	: c
A,THS_T,GT18,SI	45 	39 	35 	33 	28 	18 	16 	14 	18 	22 	143 	225 	184 	177 	324 
A,THS_T,GT18,SK	7 	2 	5 	2 	1 	3 	64 	1 	1 	1 	145 	0 	0 	0 	10 
A,THS_T,GT18,TR	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1 	2 	0 	0 	0 
A,THS_T,GT18,UK	0 	1309 	1405 	1173 	1735 	3968 	4297 	15573 	12822 	15758 	3946 	4956 	: 	: 	: 
A,THS_T,GT19,AT	: c	23786 	27862 	27443 	22940 	29975 	33951 	35684 	39142 	42809 	41910 	41008 	39759 	45148 	44276 
A,THS_T,GT19,BE	18602 	16533 	21030 	18969 	: 	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c
A,THS_T,GT19,BG	719 	645 	590 	643 	602 	580 	344 	122 	100 	58 	55 	91 	241 	247 	692 
A,THS_T,GT19,CH	27060 	23446 	24012 	25201 	21873 	25461 	25298 	27016 	27390 	26453 	27119 	27262 	25274 	26235 	25591 
A,THS_T,GT19,CZ	6247 	6538 	8355 	8983 	9341 	11053 	12171 	8998 	8556 	9817 	13008 	14558 	30447 	32982 	29314 
A,THS_T,GT19,DE	67122 	57516 	66240 	69874 	69039 	75119 	75926 	77564 	79460 	76056 	80422 	84087 	85704 	96242 	98450 
A,THS_T,GT19,DK	3844 	4467 	5010 	4891 	4707 	3417 	2339 	2283 	2732 	4391 	4334 	3867 	3721 	2028 	3057 
A,THS_T,GT19,EE	6 	0 	3 	1 	16 	35 	0 	0 	44 	37 	39 	34 	0 	0 	84 
A,THS_T,GT19,EL	0 	1 	2 	17 	24 	23 	36 	24 	19 	13 	18 	20 	10 	6 	0 
A,THS_T,GT19,ES	5681 	4527 	5134 	5704 	6296 	6610 	8369 	7463 	7327 	7724 	8164 	8840 	6311 	7705 	8274 
A,THS_T,GT19,EU27_2020	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: c	: c
A,THS_T,GT19,FI	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1 	1 	1 	1 	587 
A,THS_T,GT19,FR	14902 	9240 	8769 	11058 	13031 	12821 	12376 	23133 	23581 	20119 	18856 	20338 	17385 	24883 	22204 
A,THS_T,GT19,HR	1078 	769 	876 	553 	427 	458 	471 	476 	473 	615 	1098 	1321 	1209 	1105 	1380 
A,THS_T,GT19,HU	0 	3097 	3872 	5619 	4318 	3931 	3995 	4613 	4686 	1583 	4279 	2784 	2561 	4932 	4903 
A,THS_T,GT19,IE	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,THS_T,GT19,IT	: c	35857 	36771 	43129 	43418 	42305 	41285 	41365 	47865 	47426 	48104 	51645 	47935 	53570 	53876 
A,THS_T,GT19,LT	35 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,THS_T,GT19,LU	: 	: 	: 	: 	0 	0 	: 	: 	0 	0 	0 	0 	0 	0 	0 
A,THS_T,GT19,LV	7 	46 	334 	494 	429 	541 	592 	463 	633 	226 	178 	166 	26 	135 	47 
A,THS_T,GT19,ME	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	: 	: 
A,THS_T,GT19,MK	: 	6 	0 	0 	0 	1 	1 	0 	1 	3 	2 	2 	1 	1 	1 
A,THS_T,GT19,NL	15745 	13134 	10569 	10062 	12626 	13368 	14348 	15217 	16836 	16602 	19651 	18263 	17594 	18945 	19763 
A,THS_T,GT19,NO	4841 	4563 	4452 	4916 	4984 	3448 	4592 	3893 	3912 	4155 	3762 	359 	542 	557 	506 
A,THS_T,GT19,PL	3911 	2453 	3348 	4636 	5417 	4866 	6093 	6824 	9115 	10809 	11674 	16344 	17812 	21056 	20322 
A,THS_T,GT19,PT	1750 	1620 	1973 	2178 	2063 	2117 	11 	2957 	3488 	3883 	4540 	4114 	4130 	4440 	3500 
A,THS_T,GT19,RO	1700 	1401 	1469 	1743 	1478 	1651 	1570 	1195 	844 	2257 	2264 	2938 	2108 	2974 	2844 
A,THS_T,GT19,SE	8770 	8504 	9341 	10074 	9865 	7938 	8953 	9196 	8564 	8172 	11187 	11886 	8394 	8598 	: c
A,THS_T,GT19,SI	3665 	3038 	3807 	4051 	4015 	4354 	4521 	4468 	4488 	4901 	5185 	5222 	4753 	4875 	4740 
A,THS_T,GT19,SK	2055 	1779 	2477 	1944 	1586 	1709 	2426 	1423 	1311 	1042 	991 	930 	906 	679 	1183 
A,THS_T,GT19,TR	5318 	4868 	6383 	16 	8 	6 	4 	31 	38 	56 	171 	349 	584 	672 	689 
A,THS_T,GT19,UK	0 	417 	4693 	2545 	5990 	10590 	4986 	4334 	5636 	3132 	1421 	1099 	: 	: 	: 
A,THS_T,GT20,AT	: c	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,THS_T,GT20,BE	0 	0 	0 	0 	: 	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c
A,THS_T,GT20,BG	0 	0 	0 	0 	47 	49 	11 	30 	69 	90 	590 	671 	491 	277 	410 
A,THS_T,GT20,CH	0 	0 	34 	33 	35 	35 	31 	0 	29 	27 	1099 	1611 	1536 	3148 	2903 
A,THS_T,GT20,CZ	7695 	571 	86 	150 	148 	312 	740 	379 	15 	19 	67 	91 	40 	83 	198 
A,THS_T,GT20,DE	0 	0 	: 	1461 	1858 	1957 	1877 	1726 	1582 	1542 	505 	1394 	1467 	1199 	2198 
A,THS_T,GT20,DK	0 	0 	: 	0 	0 	: 	1404 	1685 	1564 	: 	0 	1 	0 	1 	1 
A,THS_T,GT20,EE	43 	3 	0 	0 	7 	0 	0 	24 	0 	0 	0 	0 	24 	43 	74 
A,THS_T,GT20,EL	3 	4 	7 	0 	0 	0 	0 	0 	0 	0 	0 	: 	0 	: 	0 
A,THS_T,GT20,ES	0 	0 	12 	7 	6 	0 	0 	0 	0 	0 	228 	4 	542 	423 	566 
A,THS_T,GT20,EU27_2020	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: c	: c
A,THS_T,GT20,FI	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,THS_T,GT20,FR	1012 	1876 	26 	33 	1820 	751 	241 	400 	334 	749 	623 	4049 	3863 	3672 	4827 
A,THS_T,GT20,HR	0 	0 	0 	0 	0 	0 	0 	0 	0 	728 	257 	0 	60 	9 	29 
A,THS_T,GT20,HU	10263 	5157 	6178 	4877 	4467 	6918 	9295 	8318 	8279 	3043 	7386 	5524 	9363 	6719 	8042 
A,THS_T,GT20,IE	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,THS_T,GT20,IT	: c	0 	: c	0 	0 	: c	534 	623 	435 	53 	: c	44 	141 	115 	105 
A,THS_T,GT20,LT	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,THS_T,GT20,LU	: 	: 	: 	: 	80 	224 	: 	: 	5 	2 	4 	24 	14 	2 	11 
A,THS_T,GT20,LV	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,THS_T,GT20,ME	: 	: 	: 	: 	: 	: 	: 	: 	: 	72 	16 	9 	7 	: 	: 
A,THS_T,GT20,MK	: 	4 	17 	25 	23 	32 	34 	36 	24 	23 	18 	18 	47 	6 	2 
A,THS_T,GT20,NL	0 	0 	: c	: c	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,THS_T,GT20,NO	0 	0 	0 	41 	40 	25 	5 	12 	46 	46 	40 	40 	48 	92 	2 
A,THS_T,GT20,PL	10200 	10489 	1399 	1283 	1969 	2690 	1667 	2450 	2052 	2036 	2728 	123 	42 	622 	733 
A,THS_T,GT20,PT	0 	3 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,THS_T,GT20,RO	107 	1 	5 	0 	417 	146 	179 	383 	844 	1424 	3133 	6795 	5724 	5261 	5579 
A,THS_T,GT20,SE	0 	0 	10 	22 	18 	25 	18 	0 	0 	0 	4 	38 	44 	165 	: c
A,THS_T,GT20,SI	43 	29 	34 	40 	126 	422 	483 	412 	596 	1240 	1197 	1100 	1208 	1193 	1138 
A,THS_T,GT20,SK	1609 	1473 	3636 	2361 	3478 	7458 	7457 	7557 	8963 	9234 	13833 	12410 	11831 	15711 	15106 
A,THS_T,GT20,TR	5584 	4601 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,THS_T,GT20,UK	12658 	13286 	12340 	10000 	10102 	10478 	14908 	2 	92 	115 	17999 	16673 	: 	: 	: 
A,THS_T,TOTAL,AT	: c	78871 	89729 	89773 	83110 	90624 	95956 	96509 	102835 	107579 	105271 	102575 	97512 	105255 	103870 
A,THS_T,TOTAL,BE	60842 	41180 	52381 	47248 	: 	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c
A,THS_T,TOTAL,BG	19233 	12924 	12627 	13678 	11819 	11329 	10963 	12964 	10508 	10974 	14136 	13561 	16102 	17818 	18905 
A,THS_T,TOTAL,CH	63336 	56640 	60418 	61114 	55607 	59505 	60345 	60832 	61148 	59097 	60781 	60000 	56214 	58431 	56513 
A,THS_T,TOTAL,CZ	95073 	76715 	82900 	87096 	82968 	83957 	91556 	97280 	98034 	96516 	99307 	98804 	90902 	99550 	90797 
A,THS_T,TOTAL,DE	371298 	312087 	355715 	374737 	366140 	373738 	365003 	367314 	350105 	334607 	341925 	340558 	320143 	357564 	358858 
A,THS_T,TOTAL,DK	7137 	6116 	8101 	9259 	8868 	7942 	8082 	8652 	9383 	9314 	9097 	8512 	8615 	6936 	7759 
A,THS_T,TOTAL,EE	52752 	45954 	46705 	48378 	44725 	43682 	36289 	28026 	25364 	27256 	27813 	21341 	15801 	23306 	17713 
A,THS_T,TOTAL,EL	4253 	3377 	3982 	2702 	2272 	1980 	2143 	1404 	1094 	1328 	1358 	1313 	1277 	1425 	1142 
A,THS_T,TOTAL,ES	22013 	16563 	16648 	18843 	19544 	22384 	27217 	26698 	24313 	26678 	26406 	24775 	20682 	24716 	24895 
A,THS_T,TOTAL,EU27_2020	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: c	: c
A,THS_T,TOTAL,FI	41937 	32860 	35795 	34827 	35267 	36433 	37008 	33392 	36147 	38406 	39430 	36907 	36589 	40180 	31229 
A,THS_T,TOTAL,FR	108536 	86126 	85045 	91789 	87539 	92712 	90826 	102743 	96702 	98573 	89457 	91997 	83143 	94613 	89590 
A,THS_T,TOTAL,HR	14851 	11651 	12203 	11794 	11088 	10661 	10390 	9939 	8523 	11482 	11879 	14449 	14992 	15176 	16257 
A,THS_T,TOTAL,HU	48047 	36675 	40587 	40516 	38124 	49085 	50593 	50333 	50047 	52682 	52471 	52270 	51892 	51031 	51696 
A,THS_T,TOTAL,IE	717 	631 	568 	611 	567 	589 	578 	540 	581 	546 	516 	346 	449 	415 	419 
A,THS_T,TOTAL,IT	: c	62269 	: c	78932 	75392 	: c	: c	: c	: c	: c	: c	: c	88699 	100976 	: c
A,THS_T,TOTAL,LT	54970 	42669 	48061 	52330 	49377 	48028 	49000 	48053 	47651 	52638 	56776 	55209 	53430 	51080 	30977 
A,THS_T,TOTAL,LU	: 	: 	: 	: 	5442 	5098 	: 	: 	4470 	4406 	4585 	4405 	3627 	3713 	3464 
A,THS_T,TOTAL,LV	56061 	53679 	49164 	59385 	60601 	55831 	57039 	55645 	47819 	43785 	49260 	41490 	24056 	21772 	21305 
A,THS_T,TOTAL,ME	: 	: 	: 	: 	: 	: 	: 	: 	: 	1603 	966 	1131 	1154 	: 	: 
A,THS_T,TOTAL,MK	: 	2929 	3097 	2770 	2539 	2283 	2377 	1566 	1358 	1558 	1679 	1839 	1765 	1963 	1418 
A,THS_T,TOTAL,NL	40569 	33594 	: c	: c	37627 	38927 	39367 	41721 	42615 	41190 	41558 	42654 	40017 	42621 	44469 
A,THS_T,TOTAL,NO	23011 	20805 	23281 	28305 	30273 	31429 	33393 	31585 	33260 	34974 	34981 	34563 	36822 	37550 	33496 
A,THS_T,TOTAL,PL	217432 	176149 	173289 	224895 	209867 	207364 	202535 	195822 	200628 	233980 	242040 	229628 	214213 	233130 	235190 
A,THS_T,TOTAL,PT	10426 	8947 	10094 	9975 	9701 	9291 	10276 	11108 	10259 	10453 	10221 	9365 	8426 	9057 	8366 
A,THS_T,TOTAL,RO	63212 	46910 	49441 	57247 	50433 	47337 	49273 	49700 	47875 	56076 	55002 	58495 	49184 	56808 	53883 
A,THS_T,TOTAL,SE	65632 	56466 	68329 	67907 	65789 	67047 	68035 	64999 	67479 	69350 	69123 	68220 	69805 	72458 	: c
A,THS_T,TOTAL,SI	17271 	13097 	15600 	16268 	14798 	16054 	16906 	16469 	16927 	18597 	18355 	18450 	16501 	16693 	17232 
A,THS_T,TOTAL,SK	46621 	36671 	43197 	41963 	40371 	46340 	46680 	45478 	47548 	47760 	49642 	46413 	41572 	49944 	46712 
A,THS_T,TOTAL,TR	22870 	21270 	21124 	24753 	24887 	25053 	26763 	24286 	24546 	28287 	28484 	33285 	34374 	38155 	38670 
A,THS_T,TOTAL,UK	103180 	87666 	89241 	100364 	115225 	117769 	108531 	96821 	78549 	76393 	75399 	71053 	: 	: 	: 
